                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    205,                0.72116,                0.49864,                0.98586,                0.97325,                0.93816,                0.97677,                0.84613,                0.61636,                0.45033,                0.96937,              0.0005772,              0.0005772,              0.0005772
                    206,                0.69918,                0.49995,                0.98582,                0.95941,                0.94311,                0.97756,                0.84902,                0.63692,                0.45209,                0.97855,             0.00057675,             0.00057675,             0.00057675
                    207,                 0.6646,                0.46641,                0.97371,                0.96466,                0.94838,                 0.9751,                0.84015,                0.61546,                0.44307,                0.97883,             0.00057631,             0.00057631,             0.00057631
                    208,                0.67374,                0.48618,                0.99329,                0.97432,                0.92617,                0.97077,                0.83036,                0.65697,                 0.4568,                0.99004,             0.00057587,             0.00057587,             0.00057587
                    209,                0.68887,                 0.4913,                0.99863,                0.95969,                0.93648,                 0.9707,                0.83759,                0.62077,                0.46416,                0.97228,             0.00057543,             0.00057543,             0.00057543
                    210,                0.64524,                0.46715,                 0.9736,                 0.9549,                 0.9451,                0.97533,                0.83445,                0.62153,                0.46014,                0.96747,             0.00057499,             0.00057499,             0.00057499
                    211,                0.66163,                0.47843,                0.98001,                0.96481,                0.93761,                0.97191,                0.83715,                0.61137,                0.45069,                0.96926,             0.00057455,             0.00057455,             0.00057455
                    212,                0.66599,                0.47725,                0.97445,                0.96371,                0.94362,                0.97052,                0.82538,                0.62727,                0.45408,                0.97814,             0.00057411,             0.00057411,             0.00057411
                    213,                0.69387,                0.49443,                0.99543,                0.96767,                0.93602,                0.97048,                0.82917,                0.61892,                0.44838,                0.97169,             0.00057367,             0.00057367,             0.00057367
                    214,                0.69375,                0.49717,                 1.0075,                 0.9573,                0.94089,                0.96988,                0.83691,                0.62248,                 0.4647,                0.96641,             0.00057323,             0.00057323,             0.00057323
                    215,                0.68489,                 0.4836,                0.97769,                0.98168,                0.94138,                0.97526,                0.83895,                0.62622,                0.45988,                0.96758,             0.00057279,             0.00057279,             0.00057279
                    216,                0.70034,                0.49858,                 1.0178,                0.97648,                0.95827,                0.97699,                0.83359,                0.64477,                0.45241,                0.97695,             0.00057235,             0.00057235,             0.00057235
                    217,                0.66878,                0.47421,                0.99484,                0.98006,                0.95474,                0.97709,                0.83463,                0.65139,                0.45957,                0.98004,             0.00057191,             0.00057191,             0.00057191
                    218,                0.66204,                0.46999,                  0.997,                0.95827,                0.95803,                 0.9759,                0.84834,                 0.6104,                0.44523,                0.96327,             0.00057147,             0.00057147,             0.00057147
                    219,                0.67313,                  0.473,                0.98299,                 0.9794,                0.94146,                 0.9754,                0.84636,                0.61668,                 0.4487,                0.96406,             0.00057103,             0.00057103,             0.00057103
                    220,                0.66316,                0.46334,                0.97974,                 0.9731,                0.94582,                0.97585,                0.83742,                0.64123,                0.45385,                0.97188,             0.00057059,             0.00057059,             0.00057059
                    221,                0.67473,                0.48118,                0.98793,                0.98428,                 0.9462,                0.97926,                0.83138,                0.60809,                0.43826,                 0.9633,             0.00057015,             0.00057015,             0.00057015
                    222,                0.65542,                0.46133,                0.97239,                0.96955,                0.94205,                0.97705,                0.83817,                 0.6068,                0.45187,                0.96906,             0.00056971,             0.00056971,             0.00056971
                    223,                0.67766,                0.48268,                0.99116,                0.97396,                0.94137,                0.97722,                0.83473,                0.64784,                0.46117,                0.98197,             0.00056927,             0.00056927,             0.00056927
                    224,                0.69345,                0.47823,                0.98348,                0.97326,                0.93494,                 0.9734,                0.85058,                0.64462,                0.46626,                0.97672,             0.00056883,             0.00056883,             0.00056883
                    225,                0.67041,                0.46927,                0.97266,                0.97892,                0.93476,                 0.9767,                0.83018,                0.64227,                0.46391,                0.98055,             0.00056839,             0.00056839,             0.00056839
                    226,                0.67083,                0.47151,                0.98155,                0.98334,                0.94052,                0.97422,                0.82833,                0.63997,                0.46221,                0.97735,             0.00056795,             0.00056795,             0.00056795
                    227,                0.72978,                0.49559,                 1.0094,                0.97365,                0.95001,                0.97389,                0.82283,                0.69476,                0.47283,                0.99754,             0.00056751,             0.00056751,             0.00056751
                    228,                0.67794,                0.47613,                0.99229,                0.95385,                0.95268,                0.97492,                0.83917,                0.63307,                 0.4495,                0.96876,             0.00056707,             0.00056707,             0.00056707
                    229,                0.69577,                0.47904,                0.98893,                0.96835,                0.94635,                0.97808,                0.84391,                0.64361,                0.45195,                0.96788,             0.00056663,             0.00056663,             0.00056663
                    230,                0.66191,                0.45904,                 0.9736,                0.96422,                0.95804,                0.97785,                0.83742,                0.63566,                0.43387,                0.96525,             0.00056619,             0.00056619,             0.00056619
                    231,                0.63655,                0.44623,                0.95999,                0.96971,                 0.9538,                0.97766,                0.84159,                0.62201,                0.42708,                0.96641,             0.00056575,             0.00056575,             0.00056575
                    232,                0.65541,                0.45179,                0.97971,                0.96704,                0.96075,                0.97786,                0.84347,                0.63972,                0.43592,                0.96896,             0.00056531,             0.00056531,             0.00056531
                    233,                0.64887,                0.45556,                0.96729,                 0.9781,                0.95028,                0.97602,                0.84038,                0.61992,                0.44578,                 0.9702,             0.00056487,             0.00056487,             0.00056487
                    234,                0.63142,                 0.4433,                 0.9489,                0.97113,                 0.9568,                 0.9785,                 0.8429,                0.62872,                0.44065,                0.96411,             0.00056443,             0.00056443,             0.00056443
                    235,                0.66557,                0.45099,                0.97117,                0.97184,                 0.9506,                0.97931,                0.85347,                0.61226,                 0.4276,                0.96514,             0.00056399,             0.00056399,             0.00056399
                    236,                0.62944,                0.44066,                0.94721,                0.95453,                0.96001,                0.97966,                0.84195,                0.61234,                0.43036,                0.96249,             0.00056355,             0.00056355,             0.00056355
                    237,                0.64538,                0.44315,                0.96415,                0.96931,                0.94834,                0.98055,                0.85721,                0.59391,                0.42752,                0.96026,             0.00056311,             0.00056311,             0.00056311
                    238,                0.65435,                0.45831,                 0.9852,                0.96933,                0.94911,                0.97737,                 0.8535,                0.61015,                0.42007,                0.96334,             0.00056267,             0.00056267,             0.00056267
                    239,                0.65489,                0.44222,                0.95819,                0.96984,                0.94546,                 0.9726,                 0.8436,                0.60133,                0.43304,                0.96806,             0.00056223,             0.00056223,             0.00056223
                    240,                0.68802,                0.48297,                0.97982,                 0.9665,                0.95865,                 0.9776,                0.84036,                0.60994,                0.42489,                0.96358,             0.00056179,             0.00056179,             0.00056179
                    241,                0.66333,                0.45735,                0.96468,                0.97435,                0.95366,                0.97714,                0.84003,                0.61151,                0.43472,                0.96359,             0.00056135,             0.00056135,             0.00056135
                    242,                0.64934,                0.44119,                 0.9428,                0.97025,                0.95658,                0.97944,                0.83953,                0.63304,                0.44881,                0.96729,             0.00056091,             0.00056091,             0.00056091
                    243,                0.68007,                0.46325,                 0.9824,                0.97006,                0.95342,                0.97532,                0.84227,                0.62253,                0.43623,                0.96098,             0.00056047,             0.00056047,             0.00056047
                    244,                0.66046,                0.46318,                0.96419,                0.96743,                0.94671,                0.97278,                0.82064,                0.65561,                0.44464,                0.96736,             0.00056003,             0.00056003,             0.00056003
                    245,                0.65558,                0.43626,                0.95422,                0.97211,                 0.9383,                0.97509,                0.82822,                0.62109,                0.43286,                0.96328,             0.00055959,             0.00055959,             0.00055959
                    246,                0.67398,                0.45973,                0.98303,                0.98238,                0.94147,                0.97844,                0.84798,                0.59836,                0.42753,                0.95815,             0.00055915,             0.00055915,             0.00055915
                    247,                 0.6503,                0.44905,                0.96232,                0.98187,                0.94924,                0.97924,                0.84409,                0.61558,                0.42442,                0.96696,             0.00055871,             0.00055871,             0.00055871
                    248,                0.64639,                0.45649,                0.97399,                0.97669,                0.94427,                0.97629,                0.84498,                0.60797,                0.42634,                0.96355,             0.00055827,             0.00055827,             0.00055827
                    249,                0.60159,                0.42916,                0.95907,                0.96824,                0.94933,                0.97527,                0.84536,                0.60619,                0.42645,                0.95508,             0.00055783,             0.00055783,             0.00055783
                    250,                0.61073,                0.43031,                0.94247,                0.96305,                0.94934,                0.97374,                0.84297,                0.59394,                 0.4322,                0.95503,             0.00055739,             0.00055739,             0.00055739
                    251,                0.74127,                0.52218,                 1.0375,                0.96836,                0.95071,                0.97622,                0.84516,                0.60095,                0.41232,                0.95545,             0.00055694,             0.00055694,             0.00055694
                    252,                 0.6668,                0.46937,                0.97233,                0.97803,                0.95159,                0.97873,                0.85006,                 0.5796,                0.41941,                0.94817,              0.0005565,              0.0005565,              0.0005565
                    253,                0.62258,                0.43632,                 0.9512,                0.97956,                0.95474,                0.97996,                0.84612,                 0.6115,                0.43177,                  0.956,             0.00055606,             0.00055606,             0.00055606
                    254,                0.63363,                0.43199,                0.95382,                0.96839,                0.95832,                0.97824,                0.84877,                0.61181,                0.44024,                 0.9563,             0.00055562,             0.00055562,             0.00055562
                    255,                0.64862,                0.44788,                0.95806,                0.97466,                 0.9505,                0.97823,                0.84349,                  0.609,                0.45125,                 0.9559,             0.00055518,             0.00055518,             0.00055518
                    256,                0.62637,                0.44106,                0.95551,                0.96767,                0.95493,                0.97816,                0.85348,                0.60471,                 0.4309,                0.95552,             0.00055474,             0.00055474,             0.00055474
                    257,                0.63122,                0.43952,                0.94387,                0.97681,                0.94499,                0.97941,                0.86278,                 0.5904,                0.41977,                0.95191,              0.0005543,              0.0005543,              0.0005543
                    258,                0.62961,                0.45121,                0.96277,                0.98067,                0.94458,                0.97833,                0.86676,                0.58889,                0.41869,                0.94881,             0.00055386,             0.00055386,             0.00055386
                    259,                0.60047,                0.42566,                0.94992,                 0.9767,                 0.9502,                0.97768,                 0.8522,                0.59573,                0.42046,                0.95024,             0.00055342,             0.00055342,             0.00055342
                    260,                0.65351,                0.45867,                0.97153,                0.94169,                0.95083,                0.96635,                0.85023,                0.58036,                0.43498,                0.95016,             0.00055298,             0.00055298,             0.00055298
                    261,                0.61215,                0.43714,                0.95019,                0.91787,                0.95093,                 0.9585,                0.83972,                0.59245,                0.45706,                 0.9525,             0.00055254,             0.00055254,             0.00055254
                    262,                0.64123,                0.44004,                0.95418,                0.95029,                0.95048,                0.97656,                0.84756,                0.61065,                0.43781,                0.96679,              0.0005521,              0.0005521,              0.0005521
                    263,                0.64249,                0.45557,                0.97838,                0.97123,                0.94586,                0.97721,                0.84585,                0.60536,                0.42617,                0.96406,             0.00055166,             0.00055166,             0.00055166
                    264,                 0.6214,                 0.4377,                0.94368,                0.95867,                 0.9571,                 0.9782,                0.84709,                0.59999,                0.41748,                0.95788,             0.00055122,             0.00055122,             0.00055122
                    265,                0.63282,                 0.4324,                0.95541,                0.94705,                0.96009,                0.97394,                0.84088,                0.60726,                0.43041,                0.95602,             0.00055078,             0.00055078,             0.00055078
                    266,                 0.6259,                0.42702,                0.94554,                0.95273,                0.95403,                0.97057,                0.84333,                0.60406,                0.43851,                0.95686,             0.00055034,             0.00055034,             0.00055034
                    267,                0.61909,                0.42804,                0.94205,                0.96756,                0.95528,                0.97348,                 0.8405,                0.60063,                0.42549,                0.95529,              0.0005499,              0.0005499,              0.0005499
                    268,                0.66433,                0.44962,                0.96222,                0.97442,                0.95752,                0.98064,                0.84573,                0.60489,                0.43132,                0.95687,             0.00054946,             0.00054946,             0.00054946
                    269,                0.63149,                0.43307,                0.93754,                0.97036,                0.95515,                 0.9791,                0.84717,                0.59712,                0.42797,                0.95593,             0.00054902,             0.00054902,             0.00054902
                    270,                0.64697,                0.45928,                0.97542,                0.97027,                0.95819,                 0.9785,                0.85148,                 0.6063,                0.42075,                0.95786,             0.00054858,             0.00054858,             0.00054858
                    271,                0.62148,                0.43825,                0.94607,                0.98186,                0.94264,                0.97892,                0.84049,                0.59554,                0.41353,                0.95581,             0.00054814,             0.00054814,             0.00054814
                    272,                0.61143,                 0.4287,                 0.9395,                0.96719,                0.95751,                0.97829,                0.84724,                0.59783,                0.41217,                0.94859,              0.0005477,              0.0005477,              0.0005477
                    273,                0.62032,                0.42604,                0.94362,                0.96593,                0.95572,                0.97655,                0.84709,                0.59389,                0.42715,                0.94897,             0.00054726,             0.00054726,             0.00054726
                    274,                0.61223,                   0.43,                0.94734,                0.97268,                0.94747,                0.97736,                0.85115,                 0.6002,                0.41705,                0.95502,             0.00054682,             0.00054682,             0.00054682
                    275,                0.60514,                 0.4213,                0.94312,                0.97793,                 0.9549,                0.97942,                0.85093,                0.57498,                0.40786,                0.94571,             0.00054638,             0.00054638,             0.00054638
                    276,                0.61349,                0.43172,                0.95485,                0.97628,                0.94711,                0.97556,                0.84957,                0.57247,                0.41873,                0.94265,             0.00054594,             0.00054594,             0.00054594
                    277,                0.57896,                0.41348,                0.93573,                0.97936,                0.94683,                0.98033,                 0.8508,                 0.5904,                0.41179,                0.95073,              0.0005455,              0.0005455,              0.0005455
                    278,                  0.607,                 0.4209,                0.94716,                 0.9787,                0.94762,                0.98092,                0.85589,                 0.5833,                0.40647,                0.94208,             0.00054506,             0.00054506,             0.00054506
                    279,                0.62146,                0.42469,                0.94614,                0.97851,                0.95679,                0.98223,                0.85168,                0.59671,                0.41805,                0.94618,             0.00054462,             0.00054462,             0.00054462
                    280,                0.66148,                0.46718,                  1.017,                 0.9831,                0.95558,                0.98193,                0.85669,                0.59854,                0.40997,                0.94574,             0.00054418,             0.00054418,             0.00054418
                    281,                0.61269,                0.42225,                0.93558,                0.97519,                0.95753,                0.98067,                0.85034,                0.59055,                0.40061,                0.94528,             0.00054374,             0.00054374,             0.00054374
                    282,                0.64115,                0.42287,                0.93503,                0.96719,                0.95983,                0.98076,                0.85279,                0.58574,                 0.4092,                0.94584,              0.0005433,              0.0005433,              0.0005433
                    283,                0.60987,                0.42049,                0.94197,                0.96349,                0.96055,                0.98132,                0.85341,                0.59398,                0.42406,                0.94822,             0.00054286,             0.00054286,             0.00054286
                    284,                0.58608,                0.41022,                0.93472,                0.96501,                 0.9566,                0.97806,                0.85311,                0.58376,                0.43057,                0.94214,             0.00054242,             0.00054242,             0.00054242
                    285,                0.60834,                0.42814,                0.95291,                0.97255,                0.94472,                0.97317,                0.84375,                0.60511,                0.43464,                0.94757,             0.00054198,             0.00054198,             0.00054198
                    286,                0.64761,                0.44731,                0.95568,                0.97527,                0.95456,                 0.9789,                0.85472,                0.59646,                0.41822,                0.94324,             0.00054154,             0.00054154,             0.00054154
                    287,                0.62332,                0.42102,                0.93882,                0.97728,                0.95145,                0.97676,                0.85641,                0.57415,                  0.419,                0.94302,              0.0005411,              0.0005411,              0.0005411
                    288,                0.56991,                0.40943,                 0.9325,                0.96914,                0.94992,                0.97814,                0.85904,                0.57569,                0.40898,                0.94112,             0.00054066,             0.00054066,             0.00054066
                    289,                0.58139,                0.41204,                0.92473,                0.96688,                0.95483,                 0.9777,                0.85884,                0.57388,                0.41388,                0.94334,             0.00054022,             0.00054022,             0.00054022
                    290,                0.57631,                0.40502,                0.93369,                0.97381,                0.95101,                0.97981,                0.86151,                0.56909,                0.41673,                0.94134,             0.00053978,             0.00053978,             0.00053978
                    291,                0.60476,                0.42191,                0.95175,                0.96786,                0.94928,                0.97902,                0.85291,                0.58549,                0.42057,                0.94918,             0.00053934,             0.00053934,             0.00053934
                    292,                0.61713,                0.42131,                0.93666,                0.95747,                0.94876,                0.97519,                0.85035,                0.57751,                0.42178,                0.94437,              0.0005389,              0.0005389,              0.0005389
                    293,                0.59239,                0.40997,                 0.9395,                0.95927,                0.93597,                0.97137,                0.85243,                0.57441,                0.42023,                0.94644,             0.00053846,             0.00053846,             0.00053846
                    294,                0.59333,                0.40442,                0.93369,                0.93714,                0.95425,                0.96289,                0.84388,                0.58951,                0.43152,                0.94396,             0.00053802,             0.00053802,             0.00053802
                    295,                0.58807,                0.40788,                0.93282,                0.94356,                0.94935,                0.96963,                0.84978,                0.56953,                0.41999,                0.93873,             0.00053758,             0.00053758,             0.00053758
                    296,                0.62125,                0.41162,                0.92296,                0.96248,                0.94607,                0.97931,                 0.8518,                0.58677,                0.41122,                0.93681,             0.00053714,             0.00053714,             0.00053714
                    297,                0.60565,                0.40589,                0.92495,                0.97674,                0.94493,                0.98018,                0.85807,                0.57225,                0.39962,                0.93953,             0.00053669,             0.00053669,             0.00053669
                    298,                0.58305,                0.40407,                0.93752,                0.97066,                0.95497,                0.98025,                 0.8527,                0.57357,                0.39459,                0.93441,             0.00053625,             0.00053625,             0.00053625
                    299,                0.59211,                0.40853,                0.94013,                0.98126,                 0.9425,                0.97905,                0.86427,                0.57315,                0.39728,                0.93423,             0.00053581,             0.00053581,             0.00053581
                    300,                0.58969,                0.39988,                0.92042,                0.97036,                0.95095,                 0.9779,                 0.8645,                0.56906,                0.39722,                0.93366,             0.00053537,             0.00053537,             0.00053537
                    301,                0.58217,                0.40212,                0.92825,                0.96303,                0.95462,                0.97502,                0.86074,                0.55479,                0.39679,                0.93423,             0.00053493,             0.00053493,             0.00053493
                    302,                0.57398,                0.40976,                0.95073,                0.96834,                0.95425,                0.97676,                 0.8613,                0.56513,                0.39886,                0.93396,             0.00053449,             0.00053449,             0.00053449
                    303,                0.59802,                0.41627,                  0.928,                0.96554,                0.96112,                0.97718,                0.87034,                0.55697,                0.38739,                0.93356,             0.00053405,             0.00053405,             0.00053405
                    304,                0.58517,                0.40803,                0.91687,                0.97397,                0.96101,                0.98016,                0.85067,                 0.5823,                0.40007,                0.93876,             0.00053361,             0.00053361,             0.00053361
                    305,                0.58133,                0.40769,                0.93686,                0.97405,                0.95212,                0.97883,                0.85431,                0.57839,                0.40549,                0.93631,             0.00053317,             0.00053317,             0.00053317
                    306,                0.56935,                0.40281,                0.94033,                0.97274,                0.95083,                0.97594,                0.86623,                0.57794,                0.40516,                0.93923,             0.00053273,             0.00053273,             0.00053273
                    307,                0.58347,                0.40915,                0.93655,                0.97689,                0.95139,                0.97839,                0.86585,                0.54977,                0.39735,                0.93167,             0.00053229,             0.00053229,             0.00053229
                    308,                 0.5617,                0.39897,                0.91805,                0.97842,                0.94961,                0.97923,                0.86849,                0.56132,                0.39669,                0.93466,             0.00053185,             0.00053185,             0.00053185
                    309,                0.55999,                0.39709,                0.92643,                0.98127,                0.94913,                0.97622,                0.85612,                0.57139,                0.40859,                0.93538,             0.00053141,             0.00053141,             0.00053141
                    310,                0.59429,                0.40848,                0.93408,                0.96572,                0.94879,                0.96727,                0.84412,                0.57201,                0.41374,                0.93637,             0.00053097,             0.00053097,             0.00053097
                    311,                0.58356,                0.40946,                0.93705,                0.96358,                0.95239,                0.96335,                0.84144,                0.58458,                0.41117,                0.93975,             0.00053053,             0.00053053,             0.00053053
                    312,                0.62097,                0.45354,                0.95293,                0.97242,                0.95518,                0.97192,                0.85518,                0.56431,                0.40171,                 0.9346,             0.00053009,             0.00053009,             0.00053009
                    313,                0.57153,                0.39485,                0.92602,                0.95373,                 0.9589,                  0.975,                0.86251,                0.56031,                0.40975,                0.93206,             0.00052965,             0.00052965,             0.00052965
                    314,                0.64184,                 0.4361,                0.94231,                0.95486,                 0.9657,                0.97676,                0.86482,                  0.563,                 0.4132,                 0.9338,             0.00052921,             0.00052921,             0.00052921
                    315,                0.57824,                0.39853,                0.92031,                0.97718,                0.95271,                0.97922,                0.85913,                0.57057,                0.40759,                 0.9371,             0.00052877,             0.00052877,             0.00052877
                    316,                0.57692,                0.41499,                0.94493,                0.98029,                0.95042,                0.98082,                0.86043,                0.55945,                0.39787,                0.93138,             0.00052833,             0.00052833,             0.00052833
                    317,                0.57912,                 0.4099,                0.93101,                0.97737,                0.95155,                0.97938,                0.86172,                0.56809,                 0.4006,                0.93571,             0.00052789,             0.00052789,             0.00052789
                    318,                0.59069,                0.40456,                0.93711,                0.97891,                0.94853,                0.98026,                0.85356,                0.56504,                0.39567,                0.93379,             0.00052745,             0.00052745,             0.00052745
                    319,                0.60815,                0.43085,                0.95118,                0.97466,                 0.9507,                0.97475,                0.85645,                0.57005,                0.40572,                0.93742,             0.00052701,             0.00052701,             0.00052701
                    320,                0.55852,                0.39065,                0.92913,                0.96454,                0.95506,                0.97143,                 0.8585,                0.56267,                0.40859,                0.93669,             0.00052657,             0.00052657,             0.00052657
                    321,                0.61927,                0.42179,                0.93687,                0.96836,                0.94985,                0.97399,                   0.85,                0.57363,                0.40351,                0.93495,             0.00052613,             0.00052613,             0.00052613
                    322,                  0.555,                0.38585,                0.91549,                0.96781,                0.95576,                0.97706,                0.85432,                  0.567,                0.39885,                 0.9345,             0.00052569,             0.00052569,             0.00052569
                    323,                 0.5714,                0.39315,                0.91431,                0.96775,                0.95811,                0.97566,                0.86913,                0.53148,                0.38916,                0.92419,             0.00052525,             0.00052525,             0.00052525
                    324,                0.58048,                0.40038,                0.93298,                0.97897,                0.95678,                0.97938,                0.86298,                0.54886,                0.39708,                0.92785,             0.00052481,             0.00052481,             0.00052481
                    325,                0.58267,                0.40088,                0.93412,                0.97832,                0.95216,                0.98084,                0.86968,                0.56234,                0.39107,                0.93074,             0.00052437,             0.00052437,             0.00052437
                    326,                0.56535,                0.39245,                0.93229,                0.97265,                0.95434,                0.98096,                0.86638,                0.55651,                 0.3874,                0.93342,             0.00052393,             0.00052393,             0.00052393
                    327,                0.54871,                0.38071,                0.91684,                0.97081,                0.95296,                0.98099,                 0.8675,                0.56496,                0.40854,                 0.9376,             0.00052349,             0.00052349,             0.00052349
                    328,                0.57474,                0.39538,                 0.9197,                0.96775,                0.95616,                0.98009,                0.86939,                0.55423,                 0.4113,                0.93674,             0.00052305,             0.00052305,             0.00052305
                    329,                0.54894,                  0.387,                0.92456,                0.96266,                0.95637,                0.97989,                0.85855,                0.59183,                0.40788,                0.94371,             0.00052261,             0.00052261,             0.00052261
                    330,                0.59245,                0.39876,                0.93084,                0.96923,                0.95073,                0.97745,                0.85955,                0.55887,                0.40362,                 0.9345,             0.00052217,             0.00052217,             0.00052217
                    331,                0.56859,                0.40395,                0.92833,                0.96903,                 0.9523,                0.97511,                0.86467,                0.55862,                 0.3997,                0.93313,             0.00052173,             0.00052173,             0.00052173
                    332,                0.59564,                0.40391,                0.92567,                0.96746,                0.95405,                0.97804,                0.86559,                0.55303,                0.39382,                0.93124,             0.00052129,             0.00052129,             0.00052129
                    333,                0.57628,                0.39654,                0.93085,                0.97069,                 0.9537,                0.97761,                0.86212,                0.56516,                0.40176,                0.93039,             0.00052085,             0.00052085,             0.00052085
                    334,                0.56013,                0.38153,                0.90959,                0.96942,                0.95575,                0.97838,                0.86586,                0.56906,                 0.4143,                 0.9308,             0.00052041,             0.00052041,             0.00052041
                    335,                0.59736,                0.40917,                0.93937,                0.97304,                0.94888,                0.98037,                0.86212,                0.56464,                0.39699,                 0.9325,             0.00051997,             0.00051997,             0.00051997
                    336,                0.58026,                0.39448,                0.92496,                0.96923,                0.95892,                0.97765,                0.85509,                0.55936,                0.39368,                 0.9332,             0.00051953,             0.00051953,             0.00051953
                    337,                0.56687,                 0.3936,                0.92995,                0.97117,                0.95389,                0.97658,                0.86308,                0.55388,                0.39323,                0.93233,             0.00051909,             0.00051909,             0.00051909
                    338,                0.57119,                0.39792,                0.91468,                0.97136,                 0.9601,                0.97588,                0.85755,                0.57258,                0.40005,                 0.9323,             0.00051865,             0.00051865,             0.00051865
