                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    747,                0.41084,                0.29105,                0.85939,                0.98657,                0.96058,                0.98103,                0.88594,                 0.5113,                0.33154,                0.90006,              0.0003386,              0.0003386,              0.0003386
                    748,                0.42504,                0.29113,                0.86223,                 0.9864,                 0.9618,                0.98128,                0.88867,                0.49857,                0.32562,                0.89879,             0.00033816,             0.00033816,             0.00033816
                    749,                0.41845,                 0.2871,                0.85314,                0.98342,                0.96383,                0.98153,                0.88289,                0.50515,                0.33078,                0.89895,             0.00033772,             0.00033772,             0.00033772
                    750,                0.43647,                0.29886,                0.85998,                0.98102,                0.96609,                0.98205,                0.88853,                 0.5001,                0.32983,                0.89815,             0.00033728,             0.00033728,             0.00033728
                    751,                0.40712,                0.28061,                0.84968,                0.98341,                 0.9632,                0.98146,                0.88923,                0.49285,                0.32093,                0.89686,             0.00033683,             0.00033683,             0.00033683
                    752,                0.41408,                0.28741,                0.87073,                0.98376,                0.96032,                 0.9813,                0.88992,                0.48419,                 0.3186,                0.89579,             0.00033639,             0.00033639,             0.00033639
                    753,                0.42889,                0.29604,                0.86708,                0.98527,                0.96103,                 0.9806,                0.89119,                0.48727,                0.31926,                0.89735,             0.00033595,             0.00033595,             0.00033595
                    754,                0.41437,                0.28364,                 0.8481,                0.98333,                0.96187,                0.97996,                0.89091,                0.49528,                 0.3222,                0.89682,             0.00033551,             0.00033551,             0.00033551
                    755,                0.41219,                 0.2954,                 0.8729,                0.98264,                0.96187,                0.98161,                0.89025,                0.49486,                0.32242,                 0.8954,             0.00033507,             0.00033507,             0.00033507
                    756,                 0.4175,                0.28921,                0.86742,                0.98189,                0.96101,                0.98131,                0.88894,                0.49501,                0.32194,                0.89453,             0.00033463,             0.00033463,             0.00033463
                    757,                0.45455,                 0.3044,                0.86948,                0.98422,                0.95935,                0.98049,                0.88817,                0.49229,                0.32038,                0.89189,             0.00033419,             0.00033419,             0.00033419
                    758,                0.40153,                0.28193,                0.85582,                0.98538,                0.95812,                0.97995,                0.88575,                0.49282,                0.32142,                0.89081,             0.00033375,             0.00033375,             0.00033375
                    759,                0.41872,                0.29827,                0.87516,                0.98552,                0.95779,                0.97994,                0.88754,                0.48979,                0.32169,                0.89155,             0.00033331,             0.00033331,             0.00033331
                    760,                0.41682,                0.29315,                 0.8635,                0.98416,                0.95962,                0.98066,                0.88777,                0.49179,                0.32371,                0.89209,             0.00033287,             0.00033287,             0.00033287
                    761,                0.40827,                0.29474,                0.86745,                0.98285,                0.96033,                0.98337,                 0.8893,                 0.4977,                0.31842,                0.89505,             0.00033243,             0.00033243,             0.00033243
                    762,                0.39332,                0.27479,                0.85175,                 0.9854,                 0.9578,                 0.9837,                0.88723,                0.50246,                0.32118,                 0.9002,             0.00033199,             0.00033199,             0.00033199
                    763,                0.40805,                0.28987,                0.85497,                0.98399,                0.95657,                0.98077,                 0.8859,                0.50324,                0.32289,                0.90443,             0.00033155,             0.00033155,             0.00033155
                    764,                0.40699,                0.28018,                0.85426,                0.98293,                0.95605,                0.97982,                 0.8868,                0.50544,                0.32626,                 0.9055,             0.00033111,             0.00033111,             0.00033111
                    765,                0.41681,                0.28751,                0.84899,                0.97985,                 0.9609,                 0.9802,                0.89124,                0.50029,                0.32851,                 0.9062,             0.00033067,             0.00033067,             0.00033067
                    766,                0.40655,                0.28285,                0.85494,                0.98375,                0.95703,                0.97958,                 0.8933,                0.50693,                0.32334,                0.90711,             0.00033023,             0.00033023,             0.00033023
                    767,                0.41406,                0.28873,                0.85513,                0.98625,                0.95859,                0.97904,                0.88866,                0.49835,                0.32175,                0.90266,             0.00032979,             0.00032979,             0.00032979
                    768,                0.41386,                0.28442,                0.85059,                0.98543,                0.95895,                 0.9787,                0.88814,                0.49413,                0.32389,                 0.8983,             0.00032935,             0.00032935,             0.00032935
                    769,                0.43091,                0.29762,                0.85946,                 0.9884,                0.95801,                0.97899,                0.88538,                  0.498,                0.32653,                0.89561,             0.00032891,             0.00032891,             0.00032891
                    770,                0.40761,                0.28898,                0.86192,                0.98641,                0.95814,                0.97951,                0.88827,                0.49731,                0.32725,                0.89525,             0.00032847,             0.00032847,             0.00032847
                    771,                 0.3912,                0.27476,                0.84852,                  0.987,                0.95975,                0.98025,                0.88759,                0.49887,                0.32289,                0.89594,             0.00032803,             0.00032803,             0.00032803
                    772,                0.41111,                 0.2882,                0.85506,                0.98594,                0.95996,                0.98135,                0.89652,                0.49715,                0.32592,                0.89661,             0.00032759,             0.00032759,             0.00032759
                    773,                 0.3896,                0.27269,                0.84334,                 0.9849,                0.95974,                0.98267,                 0.8959,                0.50267,                 0.3225,                0.89729,             0.00032715,             0.00032715,             0.00032715
                    774,                 0.3898,                0.28157,                 0.8559,                0.98523,                0.95741,                0.98239,                0.88985,                0.50115,                0.32208,                0.89825,             0.00032671,             0.00032671,             0.00032671
                    775,                0.41132,                0.28851,                0.85531,                0.98531,                0.95647,                0.98153,                0.88872,                0.50315,                 0.3218,                 0.8978,             0.00032627,             0.00032627,             0.00032627
                    776,                 0.3907,                0.27602,                0.83979,                0.98355,                0.95847,                0.97958,                0.89008,                0.49612,                0.32458,                0.89616,             0.00032583,             0.00032583,             0.00032583
                    777,                 0.4121,                0.28647,                0.85392,                0.98168,                0.95946,                0.97988,                0.89243,                0.49607,                 0.3246,                0.89365,             0.00032539,             0.00032539,             0.00032539
                    778,                0.38914,                0.27412,                0.84575,                0.98113,                0.96021,                0.98041,                0.89265,                0.49545,                0.32452,                0.89328,             0.00032495,             0.00032495,             0.00032495
                    779,                0.40576,                0.28448,                0.85842,                0.97968,                0.96155,                0.98096,                0.89436,                0.49758,                0.32456,                 0.8945,             0.00032451,             0.00032451,             0.00032451
                    780,                0.40803,                0.28404,                 0.8566,                0.97825,                0.95948,                0.98071,                0.89672,                0.49482,                0.32653,                0.89484,             0.00032407,             0.00032407,             0.00032407
                    781,                0.40373,                0.28235,                0.85303,                0.98319,                0.95705,                0.98138,                0.89812,                0.49322,                0.32202,                0.89603,             0.00032363,             0.00032363,             0.00032363
                    782,                0.40832,                0.28324,                0.85985,                0.98226,                0.95917,                0.98245,                0.89368,                0.50033,                0.31849,                0.89851,             0.00032319,             0.00032319,             0.00032319
                    783,                0.38925,                0.27056,                0.85112,                0.98099,                0.95826,                0.98209,                0.89463,                0.50483,                0.32384,                0.90045,             0.00032275,             0.00032275,             0.00032275
                    784,                0.40876,                0.28271,                0.85662,                0.98331,                0.95626,                0.98212,                0.89104,                0.50137,                0.32491,                 0.9015,             0.00032231,             0.00032231,             0.00032231
                    785,                0.39434,                0.27821,                0.85306,                0.98707,                0.95642,                0.98369,                0.88876,                0.50457,                0.32065,                0.90321,             0.00032187,             0.00032187,             0.00032187
                    786,                0.38212,                0.27089,                0.84298,                0.98527,                0.95778,                0.98339,                0.89087,                0.50161,                0.31731,                0.90213,             0.00032143,             0.00032143,             0.00032143
                    787,                0.41263,                0.28755,                0.85862,                0.98562,                0.96088,                0.98419,                0.89771,                0.49966,                0.31768,                0.89739,             0.00032099,             0.00032099,             0.00032099
                    788,                0.40701,                0.29375,                0.86145,                0.98892,                 0.9605,                0.98355,                0.89515,                0.49525,                0.31655,                 0.8963,             0.00032055,             0.00032055,             0.00032055
                    789,                0.40624,                0.28116,                0.86417,                0.98432,                0.96165,                0.98403,                0.89612,                0.49606,                0.31596,                 0.8981,             0.00032011,             0.00032011,             0.00032011
                    790,                0.39941,                0.28438,                0.85222,                0.98265,                0.96171,                0.98329,                0.89047,                0.50147,                0.31896,                0.89901,             0.00031967,             0.00031967,             0.00031967
                    791,                0.39064,                0.27283,                0.84408,                0.98293,                0.96128,                0.98387,                0.89209,                0.49645,                 0.3169,                0.89688,             0.00031923,             0.00031923,             0.00031923
                    792,                0.40067,                0.28051,                0.86531,                0.98432,                0.96029,                0.98442,                0.88925,                0.49635,                0.31597,                0.89678,             0.00031879,             0.00031879,             0.00031879
                    793,                0.42786,                0.29924,                0.86505,                0.98673,                 0.9611,                0.98474,                0.88844,                0.50184,                0.31577,                0.89702,             0.00031835,             0.00031835,             0.00031835
                    794,                0.40558,                0.28167,                0.85171,                 0.9857,                0.96289,                0.98439,                0.89484,                0.49918,                0.32013,                0.89502,             0.00031791,             0.00031791,             0.00031791
                    795,                0.40113,                0.28005,                0.85214,                0.98654,                0.96147,                0.98264,                 0.8892,                0.49248,                0.31932,                0.89356,             0.00031747,             0.00031747,             0.00031747
                    796,                0.39079,                0.27221,                0.84441,                0.98615,                0.96025,                0.98219,                0.89517,                0.48444,                0.31991,                0.89206,             0.00031703,             0.00031703,             0.00031703
                    797,                0.39648,                0.27853,                0.84927,                0.98234,                0.96174,                0.98265,                0.89293,                0.48619,                0.32331,                0.89105,             0.00031658,             0.00031658,             0.00031658
                    798,                0.39283,                0.27536,                0.85542,                0.98374,                0.96025,                0.98288,                0.89248,                0.49074,                0.31615,                0.88957,             0.00031614,             0.00031614,             0.00031614
                    799,                0.40256,                0.27976,                0.85239,                0.98469,                0.96045,                 0.9847,                0.89443,                0.49412,                0.31385,                0.89103,              0.0003157,              0.0003157,              0.0003157
                    800,                0.38827,                0.27339,                0.84357,                0.98737,                0.95949,                0.98441,                0.89626,                0.49548,                0.31261,                0.89325,             0.00031526,             0.00031526,             0.00031526
                    801,                 0.4085,                0.27676,                0.85732,                0.98712,                0.95879,                0.98365,                0.89155,                 0.4903,                0.31411,                0.89243,             0.00031482,             0.00031482,             0.00031482
                    802,                0.40874,                0.28315,                0.85189,                 0.9883,                0.95872,                0.98336,                0.89345,                0.49656,                0.31251,                0.89337,             0.00031438,             0.00031438,             0.00031438
                    803,                0.41823,                0.28423,                0.84894,                0.98928,                0.95932,                0.98305,                0.89917,                0.49541,                0.31517,                0.89287,             0.00031394,             0.00031394,             0.00031394
                    804,                0.40639,                0.28649,                0.85441,                 0.9893,                0.95903,                0.98305,                0.89506,                0.49128,                0.31824,                0.89189,              0.0003135,              0.0003135,              0.0003135
                    805,                 0.4083,                0.28095,                0.84225,                0.98792,                0.95877,                0.98168,                 0.8951,                0.49438,                0.32017,                0.89415,             0.00031306,             0.00031306,             0.00031306
                    806,                0.40453,                0.28013,                0.84987,                0.98789,                0.95931,                0.98194,                0.89063,                 0.4912,                0.31933,                0.89328,             0.00031262,             0.00031262,             0.00031262
                    807,                0.41869,                0.28992,                 0.8495,                  0.987,                0.95971,                 0.9818,                0.89441,                0.48871,                 0.3177,                0.89124,             0.00031218,             0.00031218,             0.00031218
                    808,                0.38906,                0.28154,                0.85284,                0.98768,                0.96038,                0.98153,                 0.8966,                0.48992,                0.31963,                0.89066,             0.00031174,             0.00031174,             0.00031174
                    809,                0.39056,                0.28044,                0.85974,                0.98647,                0.95786,                0.98089,                0.89396,                 0.4906,                0.33033,                0.89106,              0.0003113,              0.0003113,              0.0003113
                    810,                0.40135,                0.28506,                0.85754,                0.98803,                0.95799,                0.98137,                0.89623,                0.48877,                0.32588,                0.88927,             0.00031086,             0.00031086,             0.00031086
                    811,                0.39559,                0.27303,                0.84647,                0.98761,                 0.9578,                0.98193,                0.89717,                0.48982,                0.32544,                0.89008,             0.00031042,             0.00031042,             0.00031042
                    812,                0.40758,                0.28298,                0.84912,                0.99068,                0.95785,                0.98221,                0.89892,                0.49168,                0.32829,                0.89176,             0.00030998,             0.00030998,             0.00030998
                    813,                0.40147,                0.28083,                0.85125,                0.99047,                 0.9579,                0.98121,                0.90278,                0.49545,                0.32116,                0.89392,             0.00030954,             0.00030954,             0.00030954
                    814,                0.39505,                0.27407,                0.84174,                0.98944,                0.95654,                0.98108,                0.89675,                0.50169,                0.32049,                0.89549,              0.0003091,              0.0003091,              0.0003091
                    815,                0.40244,                0.28202,                0.85088,                0.98926,                0.95704,                0.98287,                0.89572,                0.49951,                0.31491,                0.89662,             0.00030866,             0.00030866,             0.00030866
                    816,                0.39212,                0.27506,                0.84989,                 0.9866,                 0.9591,                  0.983,                 0.8912,                0.49726,                0.31886,                0.89588,             0.00030822,             0.00030822,             0.00030822
                    817,                  0.394,                0.27861,                0.86019,                0.98354,                0.95994,                0.98292,                0.88874,                 0.4955,                0.32192,                0.89581,             0.00030778,             0.00030778,             0.00030778
                    818,                0.40865,                0.28524,                0.85033,                 0.9841,                 0.9607,                0.98386,                0.89037,                0.49428,                0.31679,                0.89565,             0.00030734,             0.00030734,             0.00030734
                    819,                0.39202,                0.27597,                0.85981,                0.98575,                0.95999,                0.98468,                0.89029,                0.49465,                0.31572,                 0.8942,              0.0003069,              0.0003069,              0.0003069
                    820,                0.39434,                0.27482,                0.84403,                0.98363,                0.96246,                0.98434,                0.89608,                0.49514,                0.31936,                0.89281,             0.00030646,             0.00030646,             0.00030646
                    821,                 0.3834,                0.27247,                0.85253,                0.98203,                0.96408,                0.98311,                0.89504,                0.49325,                0.31697,                0.89212,             0.00030602,             0.00030602,             0.00030602
                    822,                0.40159,                0.27684,                0.85351,                 0.9868,                0.96356,                0.98282,                0.89942,                0.49669,                0.31623,                 0.8938,             0.00030558,             0.00030558,             0.00030558
                    823,                0.38973,                0.27052,                0.84388,                0.98859,                0.96251,                0.98263,                 0.8973,                0.49629,                0.31535,                0.89476,             0.00030514,             0.00030514,             0.00030514
                    824,                0.41259,                0.28313,                0.85691,                0.98855,                0.96448,                0.98226,                0.89379,                0.50192,                0.32289,                0.89417,              0.0003047,              0.0003047,              0.0003047
                    825,                0.39188,                0.27177,                 0.8499,                0.98779,                 0.9613,                0.98241,                0.89425,                0.49445,                0.32117,                0.89184,             0.00030426,             0.00030426,             0.00030426
                    826,                 0.3917,                0.27488,                0.85184,                0.98901,                0.95984,                 0.9827,                0.89556,                0.49432,                0.31964,                0.89307,             0.00030382,             0.00030382,             0.00030382
                    827,                0.41674,                0.29029,                0.85864,                0.98749,                0.95961,                0.98375,                 0.8953,                0.50034,                0.32168,                0.89521,             0.00030338,             0.00030338,             0.00030338
                    828,                0.38598,                0.26802,                0.84683,                0.98645,                0.95944,                0.98356,                 0.8918,                0.49129,                0.32112,                0.89408,             0.00030294,             0.00030294,             0.00030294
                    829,                0.40488,                0.28805,                0.85998,                 0.9858,                0.95977,                0.98335,                0.89032,                0.49474,                0.31936,                0.89462,              0.0003025,              0.0003025,              0.0003025
                    830,                0.40322,                0.27546,                0.85623,                 0.9867,                0.96092,                0.98334,                0.89177,                0.48706,                0.31424,                0.89393,             0.00030206,             0.00030206,             0.00030206
                    831,                0.38963,                0.26431,                0.84487,                0.98688,                0.96069,                0.98251,                0.89329,                0.48987,                0.31351,                 0.8942,             0.00030162,             0.00030162,             0.00030162
                    832,                0.40935,                0.28217,                0.85599,                 0.9875,                0.96086,                0.98398,                0.88952,                0.49949,                0.31963,                0.89599,             0.00030118,             0.00030118,             0.00030118
                    833,                  0.388,                0.26834,                0.84907,                0.98693,                0.96029,                0.98428,                0.89278,                0.49819,                 0.3178,                0.89674,             0.00030074,             0.00030074,             0.00030074
                    834,                0.37629,                0.26411,                0.83137,                 0.9866,                0.96181,                0.98371,                0.88867,                0.49986,                0.31754,                0.89519,              0.0003003,              0.0003003,              0.0003003
                    835,                0.40262,                0.28593,                0.85673,                0.98599,                0.96044,                0.98277,                 0.8925,                0.49627,                0.31359,                 0.8943,             0.00029986,             0.00029986,             0.00029986
                    836,                 0.3888,                0.27519,                0.85138,                0.98949,                0.95966,                0.98275,                0.89141,                0.50118,                0.31721,                0.89514,             0.00029942,             0.00029942,             0.00029942
                    837,                0.40237,                0.28497,                0.85855,                0.98798,                0.95875,                0.98336,                0.89316,                0.49795,                0.31677,                0.89478,             0.00029898,             0.00029898,             0.00029898
                    838,                0.39708,                0.27851,                0.85047,                 0.9838,                0.96076,                 0.9836,                0.89031,                0.49732,                0.32049,                0.89506,             0.00029854,             0.00029854,             0.00029854
                    839,                0.38657,                0.27796,                 0.8536,                0.98505,                0.96168,                0.98361,                0.89279,                0.50196,                0.32602,                    0.9,              0.0002981,              0.0002981,              0.0002981
                    840,                0.37575,                0.26373,                0.84228,                0.98449,                0.96065,                0.98283,                0.89133,                0.50426,                0.32222,                0.90379,             0.00029766,             0.00029766,             0.00029766
                    841,                0.39177,                0.27494,                0.85604,                0.98096,                0.96202,                0.98286,                0.89264,                0.50024,                0.32313,                0.90306,             0.00029722,             0.00029722,             0.00029722
                    842,                0.38489,                0.27321,                0.84597,                0.98854,                  0.955,                  0.982,                0.89265,                 0.4956,                 0.3236,                0.90263,             0.00029677,             0.00029677,             0.00029677
                    843,                0.38618,                0.27227,                0.84952,                0.98882,                0.95366,                0.98089,                0.89544,                0.50026,                0.32498,                0.90458,             0.00029633,             0.00029633,             0.00029633
                    844,                0.39136,                 0.2739,                  0.847,                0.98878,                0.95395,                0.98049,                0.89568,                0.49655,                0.32236,                0.90363,             0.00029589,             0.00029589,             0.00029589
                    845,                0.41047,                0.28415,                 0.8566,                0.98785,                0.95322,                0.98144,                0.89928,                0.48808,                0.31895,                0.89898,             0.00029545,             0.00029545,             0.00029545
                    846,                0.39063,                0.27331,                  0.841,                0.98815,                0.95473,                 0.9819,                0.89809,                0.48625,                0.32047,                0.89289,             0.00029501,             0.00029501,             0.00029501
                    847,                0.39696,                0.28173,                0.85579,                0.98747,                0.95426,                0.98207,                0.89866,                0.48486,                0.31495,                0.89207,             0.00029457,             0.00029457,             0.00029457
                    848,                0.37512,                0.26442,                0.84811,                0.98577,                0.95516,                0.98409,                0.89547,                0.48913,                0.31336,                0.89333,             0.00029413,             0.00029413,             0.00029413
                    849,                0.39893,                0.27812,                0.84367,                0.98418,                0.95855,                0.98344,                0.89291,                0.49156,                0.31409,                0.89417,             0.00029369,             0.00029369,             0.00029369
                    850,                0.39891,                0.28059,                0.84996,                0.98811,                0.95455,                0.98311,                0.89547,                0.49541,                0.31893,                0.89599,             0.00029325,             0.00029325,             0.00029325
                    851,                0.40877,                0.28198,                0.85675,                 0.9878,                0.95406,                0.98279,                0.89305,                0.49564,                0.31758,                0.89768,             0.00029281,             0.00029281,             0.00029281
                    852,                0.40277,                0.27557,                0.85226,                  0.987,                0.95523,                0.98259,                0.89618,                0.49404,                 0.3155,                0.89757,             0.00029237,             0.00029237,             0.00029237
                    853,                0.38248,                0.27022,                0.84896,                0.98103,                0.96111,                 0.9836,                0.89543,                0.49094,                0.31333,                0.89591,             0.00029193,             0.00029193,             0.00029193
                    854,                0.40106,                0.28548,                0.85525,                0.98863,                0.95677,                 0.9842,                 0.9011,                0.48828,                0.30746,                0.89534,             0.00029149,             0.00029149,             0.00029149
                    855,                0.40522,                0.28113,                0.85477,                0.98947,                0.95931,                0.98381,                0.89952,                0.49176,                0.30871,                 0.8968,             0.00029105,             0.00029105,             0.00029105
                    856,                0.39113,                0.27249,                0.84023,                0.98952,                0.96029,                0.98174,                0.89634,                0.48977,                0.31065,                0.89826,             0.00029061,             0.00029061,             0.00029061
                    857,                0.39689,                0.27334,                0.84997,                0.99024,                0.96013,                 0.9818,                0.89536,                 0.4986,                0.31339,                0.90037,             0.00029017,             0.00029017,             0.00029017
                    858,                0.40053,                0.27897,                0.85843,                0.98954,                0.95718,                 0.9821,                0.89787,                0.49985,                0.31327,                0.90169,             0.00028973,             0.00028973,             0.00028973
                    859,                0.39604,                0.27352,                0.84861,                0.99107,                0.95878,                0.98269,                0.89787,                0.50021,                0.31311,                0.89982,             0.00028929,             0.00028929,             0.00028929
                    860,                 0.3948,                0.27571,                0.84298,                0.98883,                0.95899,                0.98273,                0.89958,                0.49752,                0.31194,                0.89571,             0.00028885,             0.00028885,             0.00028885
                    861,                0.38846,                0.26974,                0.84585,                0.98878,                0.96077,                0.98225,                0.89544,                0.49722,                0.31168,                0.89335,             0.00028841,             0.00028841,             0.00028841
                    862,                0.38381,                0.26806,                 0.8396,                0.98846,                 0.9602,                0.98236,                0.89976,                0.49492,                0.31262,                0.89293,             0.00028797,             0.00028797,             0.00028797
                    863,                0.38918,                0.27256,                0.85384,                0.98767,                0.96127,                0.98268,                0.90255,                0.49007,                0.31077,                0.89233,             0.00028753,             0.00028753,             0.00028753
                    864,                0.39665,                0.27215,                0.84375,                0.98193,                0.96265,                 0.9829,                0.89881,                0.48941,                0.31129,                 0.8919,             0.00028709,             0.00028709,             0.00028709
                    865,                0.40477,                0.28033,                0.85387,                0.98681,                0.95721,                0.98443,                0.89537,                0.48733,                0.30853,                0.89085,             0.00028665,             0.00028665,             0.00028665
                    866,                0.39154,                0.27425,                0.85021,                0.98717,                0.96155,                 0.9848,                 0.8937,                0.49293,                 0.3079,                0.89294,             0.00028621,             0.00028621,             0.00028621
                    867,                0.38592,                0.26583,                0.84811,                0.98543,                0.96298,                0.98574,                0.89676,                0.48655,                 0.3069,                0.89153,             0.00028577,             0.00028577,             0.00028577
                    868,                0.38632,                0.27407,                0.84926,                0.98703,                0.96653,                0.98542,                0.89719,                0.49089,                 0.3087,                0.89249,             0.00028533,             0.00028533,             0.00028533
                    869,                0.37289,                0.26282,                0.84722,                0.98743,                0.96784,                0.98434,                0.89764,                 0.4989,                0.31048,                0.89488,             0.00028489,             0.00028489,             0.00028489
                    870,                0.39719,                0.27606,                0.84952,                 0.9877,                0.96994,                 0.9831,                0.89878,                0.50162,                0.31333,                0.89711,             0.00028445,             0.00028445,             0.00028445
                    871,                0.39695,                0.28156,                0.85749,                0.98839,                 0.9667,                0.98326,                0.89973,                0.50073,                0.31303,                0.89584,             0.00028401,             0.00028401,             0.00028401
                    872,                0.40344,                0.27802,                0.85007,                0.98974,                0.96378,                0.98317,                0.90039,                0.49766,                0.31176,                0.89638,             0.00028357,             0.00028357,             0.00028357
                    873,                0.37824,                0.26502,                0.84714,                  0.988,                0.96337,                0.98329,                0.90234,                0.49491,                0.31037,                0.89832,             0.00028313,             0.00028313,             0.00028313
                    874,                0.39732,                0.27536,                0.84599,                0.98884,                0.96447,                0.98354,                0.89765,                0.49058,                0.31067,                0.89554,             0.00028269,             0.00028269,             0.00028269
                    875,                0.36914,                0.26326,                0.84284,                0.98896,                0.96351,                0.98333,                0.89782,                 0.4871,                0.30855,                0.89743,             0.00028225,             0.00028225,             0.00028225
                    876,                0.39957,                0.27494,                0.84273,                0.98849,                0.96019,                0.98277,                0.89697,                0.49227,                0.30793,                0.89995,             0.00028181,             0.00028181,             0.00028181
                    877,                0.39156,                  0.271,                0.84355,                0.98883,                 0.9588,                0.98212,                 0.8941,                0.49536,                0.30994,                0.90109,             0.00028137,             0.00028137,             0.00028137
                    878,                0.39855,                0.27339,                0.84318,                0.98822,                 0.9593,                0.98131,                0.89211,                0.49255,                0.31279,                0.90013,             0.00028093,             0.00028093,             0.00028093
                    879,                0.39672,                0.27215,                0.84107,                0.98905,                0.95944,                0.98142,                0.89138,                0.49536,                0.31433,                0.89888,             0.00028049,             0.00028049,             0.00028049
                    880,                0.40272,                0.28434,                0.86034,                0.99003,                0.95938,                0.98161,                0.89449,                0.48962,                0.31111,                0.89848,             0.00028005,             0.00028005,             0.00028005
